REF_DATE,GEO,Type of crop,Average farm price (dollars per tonne),Average yield (kilograms per hectare),Production (metric tonnes),Seeded area (hectares),Total farm value (dollars)
1912,ON,Oats,27,1330,1496800,1127000,39792
1912,ON,"Peas, dry",43,1005,91850,91450,3914
1912,ON,"Rye, all",29,1155,43500,37600,1283
1912,ON,Sugar beets,0.55,24700,170600,6900,938
1912,ON,Tame hay,1.33,3690,5096000,1381000,67566
1912,ON,"Wheat, all",34,1375,474500,345600,15937
1912,ON,"Wheat, spring",32,1265,61500,48600,1987
1912,ON,"Wheat, winter remaining",34,1390,413000,NA,13950
1912,PP,Barley,16,1770,689000,389000,11060
1912,PP,Corn for silage,1.2,15190,79000,5200,950
1912,PP,Flaxseed,35,810,659900,813000,23362
1912,PP,Mixed grains,23,1960,4900,2500,114
1912,PP,Oats,16,1720,3737000,2171000,59267
1912,PP,"Peas, dry",43,1335,800,600,34
1912,PP,"Rye, all",22,1555,14000,9000,304
1912,PP,Sugar beets,0.57,14700,11800,800,67
1912,PP,Tame hay,1,4090,613000,150000,6148
1912,PP,"Wheat, all",22,1375,5560000,4051000,120590
1912,PEI,Barley,29,1600,3200,2000,94
1912,PEI,Buckwheat,29,2000,2200,1100,64
1912,PEI,Corn for silage,0.3,2000,2000,100,6
1912,PEI,Mixed grains,24,2325,7200,3100,174
1912,PEI,Oats,28,1560,113500,72850,3164
1912,PEI,"Peas, dry",40,1000,50,50,2
1912,PEI,Tame hay,1.28,2850,225000,79000,2884
1912,PEI,"Wheat, all",35,1225,15850,12950,559
1912,QU,Barley,36,1275,48500,38000,1759
1912,QU,"Beans, all dry (white and coloured)",93,1150,2300,2000,214
1912,QU,Buckwheat,34,1425,67350,47300,2259
1912,QU,Corn for grain,40,1570,12100,7700,490
1912,QU,Corn for silage,0.42,16670,230000,13800,962
1912,QU,Flaxseed,60,715,250,350,15
1912,QU,Mixed grains,33,1350,56800,42100,1864
1912,QU,Oats,35,985,516900,524500,18099
1912,QU,"Peas, dry",75,1005,12200,12150,911
1912,QU,"Rye, all",37,980,4400,4500,164
1912,QU,Tame hay,1.03,2740,3449000,1259000,35579
1912,QU,"Wheat, all",43,1090,26500,24300,1149
1912,SK,Barley,15,1770,209000,118000,3166
1912,SK,Corn for silage,0.8,400,2000,500,16
1912,SK,Flaxseed,35,815,585100,720000,20503
1912,SK,Mixed grains,29,1875,1500,800,44
1912,SK,Oats,15,1755,1813000,1034000,27033
1912,SK,"Peas, dry",37,1500,300,200,11
1912,SK,"Rye, all",32,1000,1000,1000,32
1912,SK,Tame hay,0.87,4200,84000,20000,728
1912,SK,"Wheat, all",21,1290,2911000,2259000,59910
1913,AB,Barley,14,1725,138000,80000,1964
1913,AB,Corn for silage,1,10000,2000,200,20
1913,AB,Flaxseed,47,700,29300,42000,1374
1913,AB,Mixed grains,17,1875,1500,800,25
1913,AB,Oats,16,1665,1103000,663000,17170
1913,AB,"Peas, dry",35,1000,200,200,7
1913,AB,"Rye, all",18,1665,10000,6000,183
1913,AB,Sugar beets,0.55,11400,9100,800,50
1913,AB,Tame hay,0.95,3890,272000,70000,2596
1913,AB,"Wheat, all",22,1530,935000,612000,21009
1913,BC,Barley,32,1900,1900,1000,60
1913,BC,"Beans, all dry (white and coloured)",90,1335,200,150,18
1913,BC,Corn for silage,1.2,15000,3000,200,36
1913,BC,Mixed grains,17,3150,3150,1000,54
1913,BC,Oats,38,2115,41500,19600,1561
1913,BC,"Peas, dry",56,1900,950,500,53
1913,BC,"Rye, all",0,0,0,0,0
1913,BC,Tame hay,1.85,5020,306000,61000,5656
1913,BC,"Wheat, all",37,1980,10500,5300,386
1913,CA,Barley,19,1610,1051700,652900,20144
1913,CA,"Beans, all dry (white and coloured)",69,1155,21750,18800,1505
1913,CA,Buckwheat,29,1185,182300,154050,5320
1913,CA,Corn for grain,25,3795,425900,112300,10781
1913,CA,Corn for silage,0.53,19340,2374000,122750,12506
1913,CA,Flaxseed,38,710,445500,628150,17084
1913,CA,Mixed grains,27,1680,322250,191700,8685
1913,CA,Oats,21,1480,6240300,4222550,128893
1913,CA,"Peas, dry",41,1215,107550,88650,4382
1913,CA,"Rye, all",26,1240,59000,47500,1524
1913,CA,Sugar beets,0.67,19500,134300,6900,906
1913,CA,Tame hay,1.27,3010,10066000,3346000,127506
1913,CA,"Wheat, all",25,1415,6305250,4458150,156462
1913,MA,Barley,16,1545,311000,201000,4864
1913,MA,Corn for silage,0.93,18000,81000,4500,757
1913,MA,Flaxseed,41,730,16100,22000,664
1913,MA,Mixed grains,15,1335,800,600,12
1913,MA,Oats,18,1545,875000,566000,15893
1913,MA,"Peas, dry",0,0,0,0,0
1913,MA,"Rye, all",20,1500,3000,2000,60
1913,MA,Tame hay,0.96,3260,228000,70000,2191
1913,MA,"Wheat, all",26,1280,1451000,1135000,37858
1913,MP,Barley,31,1500,6900,4600,217
1913,MP,Mixed grains,26,1885,9800,5200,259
1913,MP,Oats,30,1230,237200,192850,7049
1913,MP,Tame hay,1.23,3300,1736000,526000,21408
1913,MP,"Wheat, all",39,1350,31650,23450,1233
1913,NB,Barley,32,1600,1600,1000,51
1913,NB,"Beans, all dry (white and coloured)",110,1000,100,100,11
1913,NB,Buckwheat,25,1500,38800,25900,962
1913,NB,Corn for silage,0.25,20000,2000,100,5
1913,NB,Mixed grains,30,1500,600,400,18
1913,NB,Oats,33,1160,91700,78900,3032
1913,NB,"Peas, dry",53,1500,300,200,16
1913,NB,"Rye, all",0,0,0,0,0
1913,NB,Tame hay,1.2,2710,633000,234000,7615
1913,NB,"Wheat, all",41,1390,7300,5250,301
1913,NS,Barley,35,1450,2900,2000,101
1913,NS,"Beans, all dry (white and coloured)",88,1715,600,350,53
1913,NS,Buckwheat,30,1360,6050,4450,183
1913,NS,Corn for silage,0.5,16000,4000,250,20
1913,NS,Mixed grains,32,1815,2900,1600,93
1913,NS,Oats,34,1235,50750,41100,1744
1913,NS,"Peas, dry",60,2000,200,100,12
1913,NS,"Rye, all",40,2000,200,100,8
1913,NS,Tame hay,1.27,3700,795000,215000,10135
1913,NS,"Wheat, all",42,1380,7250,5250,304
1913,ON,Barley,26,1620,317600,196300,8170
1913,ON,"Beans, all dry (white and coloured)",66,1125,18200,16200,1199
1913,ON,Buckwheat,28,1030,80300,78100,2213
1913,ON,Corn for grain,25,3915,411000,105000,10195
1913,ON,Corn for silage,0.5,19790,2038000,103000,10246
1913,ON,Flaxseed,55,1455,4150,2850,228
1913,ON,Mixed grains,26,1735,246900,142400,6412
1913,ON,Oats,25,1425,1621800,1138800,39960
1913,ON,"Peas, dry",36,1215,93400,76900,3397
1913,ON,"Rye, all",27,1155,39800,34400,1081
1913,ON,Sugar beets,0.68,20500,125200,6100,856
1913,ON,Tame hay,1.22,2720,3720000,1368000,45552
1913,ON,"Wheat, all",31,1570,540400,343900,16896
1913,ON,"Wheat, spring",32,1325,59400,44900,1877
1913,ON,"Wheat, winter remaining",31,1610,481000,NA,15019
1913,PP,Barley,15,1630,676000,415000,9954
1913,PP,Corn for silage,0.93,17550,93000,5300,865
1913,PP,Flaxseed,38,705,441100,625000,16838
1913,PP,Mixed grains,17,1775,3900,2200,68
1913,PP,Oats,16,1595,3738000,2344000,61591
1913,PP,"Peas, dry",33,1000,400,400,13
1913,PP,"Rye, all",18,1665,15000,9000,270
1913,PP,Sugar beets,0.55,11400,9100,800,50
1913,PP,Tame hay,0.94,3570,607000,170000,5684
1913,PP,"Wheat, all",24,1400,5694000,4062000,136672
1913,PEI,Barley,27,1500,2400,1600,65
1913,PEI,Buckwheat,30,1275,1400,1100,42
1913,PEI,Corn for silage,0.27,3000,3000,100,8
1913,PEI,Mixed grains,23,1970,6300,3200,148
1913,PEI,Oats,24,1300,94750,72850,2273
1913,PEI,"Peas, dry",60,1000,50,50,3
1913,PEI,Tame hay,1.19,4000,308000,77000,3658
1913,PEI,"Wheat, all",37,1320,17100,12950,628
1913,QU,Barley,35,1370,49300,36000,1743
1913,QU,"Beans, all dry (white and coloured)",85,1325,2650,2000,224
1913,QU,Buckwheat,34,1255,55750,44500,1920
1913,QU,Corn for grain,39,2040,14900,7300,586
1913,QU,Corn for silage,0.57,16740,231000,13800,1326
1913,QU,Flaxseed,72,835,250,300,18
1913,QU,Mixed grains,32,1430,58500,40900,1892
1913,QU,Oats,31,1140,601800,527300,18732
1913,QU,"Peas, dry",72,1165,12250,10500,888
1913,QU,"Rye, all",41,1000,4000,4000,165
1913,QU,Tame hay,1.33,3030,3697000,1221000,49206
1913,QU,"Wheat, all",44,1220,28700,23500,1275
1913,SK,Barley,14,1695,227000,134000,3126
1913,SK,Corn for silage,0.88,1667,10000,600,88
1913,SK,Flaxseed,37,705,395700,561000,14800
1913,SK,Mixed grains,19,2000,1600,800,31
1913,SK,Oats,16,1580,1760000,1115000,28528
1913,SK,"Peas, dry",30,1000,200,200,6
1913,SK,"Rye, all",14,2000,2000,1000,27
1913,SK,Tame hay,0.84,3570,107000,30000,897
1913,SK,"Wheat, all",24,1430,3308000,2315000,77805
1914,AB,Barley,23,1460,105000,72000,2451
1914,AB,Corn for silage,0.3,6670,2000,300,6
1914,AB,Flaxseed,41,490,15600,32000,645
1914,AB,Mixed grains,23,2145,1500,700,34
1914,AB,Oats,27,1445,880000,608000,23972
1914,AB,"Peas, dry",60,1000,200,200,12
1914,AB,"Rye, all",26,1285,9000,7000,238
1914,AB,Sugar beets,0.6,12500,500,40,3
1914,AB,Tame hay,0.95,3810,305000,80000,2891
1914,AB,"Wheat, all",34,1415,785000,555000,26403
1914,BC,Barley,42,1910,2100,1100,89
1914,BC,"Beans, all dry (white and coloured)",0,0,0,0,0
1914,BC,Corn for silage,0.6,15000,3000,200,18
1914,BC,Mixed grains,50,2945,2800,950,140
1914,BC,Oats,40,2135,48900,22900,1966
1914,BC,"Peas, dry",54,1835,1100,600,59
1914,BC,"Rye, all",0,0,0,0,0
1914,BC,Tame hay,1.7,5150,345000,67000,5851
1914,BC,"Wheat, all",45,1960,10000,5100,453
1914,CA,Barley,27,1305,788800,604500,21557
1914,CA,"Beans, all dry (white and coloured)",85,1225,21650,17700,1844
1914,CA,Buckwheat,33,1310,187800,143400,6213
1914,CA,Corn for grain,28,3410,354100,103900,9808
1914,CA,Corn for silage,0.54,22980,2950000,128350,15950
1914,CA,Flaxseed,40,415,182250,438450,7368
1914,CA,Mixed grains,32,1785,334350,187550,10759
1914,CA,Oats,31,1185,4828100,4072400,151811
1914,CA,"Peas, dry",54,1100,91450,83300,4895
1914,CA,"Rye, all",33,1130,51200,45300,1679
1914,CA,Sugar beets,0.66,19900,98500,4940,651
1914,CA,Tame hay,1.57,2900,9506000,3281000,149091
1914,CA,"Wheat, all",36,1055,4389200,4165600,158236
1914,MA,Barley,25,1130,214000,189000,5405
1914,MA,Corn for silage,0.84,12260,65000,5300,547
1914,MA,Flaxseed,43,540,8600,16000,372
1914,MA,Mixed grains,23,1000,600,600,14
1914,MA,Oats,31,915,493000,539000,15336
1914,MA,"Peas, dry",0,0,0,0,0
1914,MA,"Rye, all",30,1500,3000,2000,90
1914,MA,Tame hay,1.02,2730,191000,70000,1952
1914,MA,"Wheat, all",37,990,1051000,1059000,38963
1914,MP,Barley,38,1590,7000,4400,265
1914,MP,Mixed grains,30,2085,10850,5200,324
1914,MP,Oats,35,1380,270600,196200,9585
1914,MP,Tame hay,1.49,3650,1896000,519000,28240
1914,MP,"Wheat, all",41,1550,35500,22900,1473
1914,NB,Barley,52,1475,1400,950,73
1914,NB,"Beans, all dry (white and coloured)",113,1500,150,100,17
1914,NB,Buckwheat,28,1420,36700,25800,1028
1914,NB,Corn for silage,0.66,9000,0,50,3
1914,NB,Mixed grains,32,1500,600,400,19
1914,NB,Oats,38,1235,100050,80950,3828
1914,NB,"Peas, dry",56,1250,250,200,14
1914,NB,"Rye, all",0,0,0,0,0
1914,NB,Tame hay,1.37,3050,705000,231000,9689
1914,NB,"Wheat, all",48,1245,6350,5100,304
1914,NS,Barley,39,1540,3000,1950,116
1914,NS,"Beans, all dry (white and coloured)",110,1665,500,300,55
1914,NS,Buckwheat,33,1395,5650,4050,186
1914,NS,Corn for silage,0.6,20000,4000,200,24
1914,NS,Mixed grains,35,1845,2950,1600,103
1914,NS,Oats,40,1295,53400,41200,2111
1914,NS,"Peas, dry",90,1000,100,100,9
1914,NS,"Rye, all",50,1000,100,100,5
1914,NS,Tame hay,1.6,4230,888000,210000,14196
1914,NS,"Wheat, all",46,1475,7150,4850,328
1914,ON,Barley,29,1630,304500,186600,8952
1914,ON,"Beans, all dry (white and coloured)",82,1210,18600,15400,1532
1914,ON,Buckwheat,32,1260,89650,71200,2883
1914,ON,Corn for grain,27,3515,341000,97000,9253
1914,ON,Corn for silage,0.52,24560,2653000,108000,13801
1914,ON,Flaxseed,67,1000,2150,2150,143
1914,ON,Mixed grains,31,1850,257400,139200,7945
1914,ON,Oats,32,1335,1533000,1149300,48706
1914,ON,"Peas, dry",48,1075,77950,72450,3780
1914,ON,"Rye, all",33,1080,34100,31600,1140
1914,ON,Sugar beets,0.66,20000,98000,4900,648
1914,ON,Tame hay,1.64,2600,3405000,1308000,55971
1914,ON,"Wheat, all",40,1425,480800,337300,19051
1914,ON,"Wheat, spring",39,1265,54800,43300,2153
1914,ON,"Wheat, winter remaining",40,1450,426000,NA,16898
1914,PP,Barley,24,1125,426000,378000,10307
1914,PP,Corn for silage,0.79,11410,73000,6400,577
1914,PP,Flaxseed,40,415,179900,436000,7209
1914,PP,Mixed grains,23,1285,2700,2100,63
1914,PP,Oats,29,1075,2326000,2167000,67125
1914,PP,"Peas, dry",60,1000,200,200,12
1914,PP,"Rye, all",28,1300,13000,10000,364
1914,PP,Sugar beets,0.6,12500,500,40,3
1914,PP,Tame hay,0.94,3390,611000,180000,5752
1914,PP,"Wheat, all",35,1015,3836000,3778000,135922
1914,PEI,Barley,29,1735,2600,1500,76
1914,PEI,Buckwheat,32,1760,1850,1050,60
1914,PEI,Corn for silage,0.5,2000,2000,100,10
1914,PEI,Mixed grains,28,2280,7300,3200,202
1914,PEI,Oats,31,1580,117150,74050,3646
1914,PEI,"Peas, dry",60,2000,100,50,6
1914,PEI,Tame hay,1.44,3880,303000,78000,4355
1914,PEI,"Wheat, all",38,1700,22000,12950,841
1914,QU,Barley,40,1430,49200,34400,1944
1914,QU,"Beans, all dry (white and coloured)",100,1265,2400,1900,240
1914,QU,Buckwheat,38,1305,53950,41300,2056
1914,QU,Corn for grain,42,1900,13100,6900,555
1914,QU,Corn for silage,0.71,16040,215000,13400,1517
1914,QU,Flaxseed,80,665,200,300,16
1914,QU,Mixed grains,38,1510,60600,40100,2287
1914,QU,Oats,38,1210,649600,537000,24429
1914,QU,"Peas, dry",86,1210,11750,9700,1015
1914,QU,"Rye, all",43,1110,4000,3600,170
1914,QU,Tame hay,1.64,2690,3249000,1207000,53277
1914,QU,"Wheat, all",50,1205,26900,22300,1337
1914,SK,Barley,23,915,107000,117000,2451
1914,SK,Corn for silage,0.4,750,6000,800,24
1914,SK,Flaxseed,40,400,155700,388000,6192
1914,SK,Mixed grains,25,750,600,800,15
1914,SK,Oats,29,935,953000,1020000,27817
1914,SK,"Peas, dry",0,0,0,0,0
1914,SK,"Rye, all",36,1000,1000,1000,36
1914,SK,Tame hay,0.79,3830,115000,30000,909
1914,SK,"Wheat, all",35,925,2000000,2164000,70556
1915,AB,Barley,20,1740,214000,123000,4340
1915,AB,Corn for silage,0.75,6670,2000,300,15
1915,AB,Flaxseed,57,895,17000,19000,967
1915,AB,Mixed grains,26,1800,1800,1000,46
1915,AB,Oats,20,1750,1294000,739000,25533
1915,AB,"Peas, dry",70,1000,100,100,7
1915,AB,"Rye, all",23,1665,10000,6000,232
1915,AB,Sugar beets,0,0,0,0,0
1915,AB,Tame hay,0.84,3210,257000,80000,2153
1915,AB,"Wheat, all",32,2095,1811000,865000,58326
1915,BC,Barley,30,2090,2300,1100,68
1915,BC,"Beans, all dry (white and coloured)",0,0,0,0,0
1915,BC,Corn for silage,0.44,25000,5000,200,22
1915,BC,Mixed grains,25,2000,2100,1050,52
1915,BC,Oats,32,2360,67700,28700,2151
1915,BC,"Peas, dry",46,2100,1050,500,48
1915,BC,"Rye, all",0,0,0,0,0
1915,BC,Tame hay,1.61,5470,394000,72000,6335
1915,BC,"Wheat, all",35,2200,14300,6500,494
1915,CA,Barley,24,1695,1176150,694550,27986
1915,CA,"Beans, all dry (white and coloured)",112,1125,19650,17500,2207
1915,CA,Buckwheat,35,1230,171300,139150,5913
1915,CA,Corn for grain,28,3555,364900,102600,10243
1915,CA,Corn for silage,0.54,22810,3069000,134550,16613
1915,CA,Flaxseed,59,830,155250,187250,9210
1915,CA,Mixed grains,28,1890,357400,189050,10062
1915,CA,Oats,24,1535,7171100,4675750,171009
1915,CA,"Peas, dry",61,1190,94550,79350,5724
1915,CA,"Rye, all",30,1285,63200,49200,1922
1915,CA,Sugar beets,0.61,17500,127900,7300,776
1915,CA,Tame hay,1.58,3100,9864000,3186000,155840
1915,CA,"Wheat, all",33,1750,10711050,6114150,356817
1915,MA,Barley,23,1585,363000,229000,8420
1915,MA,Corn for silage,0.69,5810,18000,3100,124
1915,MA,Flaxseed,64,500,3000,6000,193
1915,MA,Mixed grains,28,1335,400,300,11
1915,MA,Oats,23,1470,783000,533000,17913
1915,MA,"Peas, dry",0,0,0,0,0
1915,MA,"Rye, all",33,1000,5000,5000,167
1915,MA,Tame hay,1.06,2150,86000,40000,910
1915,MA,"Wheat, all",33,1665,1887000,1133000,62663
1915,MP,Barley,36,1415,6150,4350,219
1915,MP,Mixed grains,30,1865,9700,5200,289
1915,MP,Oats,33,1190,244900,205950,8190
1915,MP,Tame hay,1.48,3610,1905000,528000,28119
1915,MP,"Wheat, all",42,1275,31750,24950,1340
1915,NB,Barley,39,1235,1050,850,41
1915,NB,"Beans, all dry (white and coloured)",153,1500,150,100,23
1915,NB,Buckwheat,34,1220,28650,23450,960
1915,NB,Corn for silage,0.2,20000,1000,50,2
1915,NB,Mixed grains,36,1570,550,350,20
1915,NB,Oats,36,1055,85750,81350,3058
1915,NB,"Peas, dry",85,1335,200,150,17
1915,NB,"Rye, all",0,0,0,0,0
1915,NB,Tame hay,1.54,3120,718000,230000,11074
1915,NB,"Wheat, all",46,1285,7250,5650,335
1915,NS,Barley,37,1400,2800,2000,103
1915,NS,"Beans, all dry (white and coloured)",143,1335,400,300,57
1915,NS,Buckwheat,33,1170,4850,4150,160
1915,NS,Corn for silage,0.8,10000,2000,200,16
1915,NS,Mixed grains,35,1725,2850,1650,99
1915,NS,Oats,38,1190,53800,45300,2058
1915,NS,"Peas, dry",70,1000,100,100,7
1915,NS,"Rye, all",50,1000,100,100,5
1915,NS,Tame hay,1.47,3990,869000,218000,12770
1915,NS,"Wheat, all",45,1240,6700,5400,299
1915,ON,Barley,26,1840,334600,181700,8607
1915,ON,"Beans, all dry (white and coloured)",110,1070,16300,15200,1800
1915,ON,Buckwheat,32,1175,80250,68400,2580
1915,ON,Corn for grain,27,3665,352000,96000,9674
1915,ON,Corn for silage,0.52,23860,2768000,116000,14523
1915,ON,Flaxseed,69,775,1550,2000,107
1915,ON,Mixed grains,26,2015,281000,139600,7435
1915,ON,Oats,25,1510,1894000,1252500,47896
1915,ON,"Peas, dry",57,1195,81850,68400,4631
1915,ON,"Rye, all",31,1245,39400,31600,1225
1915,ON,Sugar beets,0.61,17500,127900,7300,776
1915,ON,Tame hay,1.55,3020,3838000,1272000,59382
1915,ON,"Wheat, all",34,1865,823600,442000,28216
1915,ON,"Wheat, spring",35,1500,73600,49000,2598
1915,ON,"Wheat, winter remaining",34,1910,750000,NA,25618
1915,PP,Barley,22,1660,784000,473000,17152
1915,PP,Corn for silage,0.7,5710,24000,4200,168
1915,PP,Flaxseed,59,830,153500,185000,9088
1915,PP,Mixed grains,29,1480,3400,2300,98
1915,PP,Oats,21,1645,4314000,2622000,89571
1915,PP,"Peas, dry",70,1000,300,300,21
1915,PP,"Rye, all",27,1430,20000,14000,530
1915,PP,Sugar beets,0,0,0,0,0
1915,PP,Tame hay,0.9,2920,379000,130000,3402
1915,PP,"Wheat, all",33,1745,9803000,5612000,324876
1915,PEI,Barley,33,1535,2300,1500,76
1915,PEI,Buckwheat,34,1570,1650,1050,56
1915,PEI,Corn for silage,0.33,3000,3000,100,10
1915,PEI,Mixed grains,27,1970,6300,3200,170
1915,PEI,Oats,29,1330,105350,79300,3075
1915,PEI,"Peas, dry",40,1000,50,50,2
1915,PEI,Tame hay,1.34,3980,318000,80000,4275
1915,PEI,"Wheat, all",40,1280,17800,13900,706
1915,QU,Barley,39,1425,49100,34400,1939
1915,QU,"Beans, all dry (white and coloured)",117,1475,2800,1900,327
1915,QU,Buckwheat,39,1330,55900,42100,2157
1915,QU,Corn for grain,44,1955,12900,6600,569
1915,QU,Corn for silage,0.7,19280,266000,13800,1872
1915,QU,Flaxseed,75,800,200,250,15
1915,QU,Mixed grains,36,1495,61200,40900,2188
1915,QU,Oats,36,1150,650500,566600,23200
1915,QU,"Peas, dry",91,1115,11000,9850,998
1915,QU,"Rye, all",44,1055,3700,3500,162
1915,QU,Tame hay,1.75,2830,3348000,1184000,58602
1915,QU,"Wheat, all",49,1340,38400,28700,1891
1915,SK,Barley,21,1710,207000,121000,4391
1915,SK,Corn for silage,0.73,500,4000,800,29
1915,SK,Flaxseed,59,835,133500,160000,7928
1915,SK,Mixed grains,35,1200,1200,1000,42
1915,SK,Oats,21,1655,2237000,1350000,46126
1915,SK,"Peas, dry",70,1000,200,200,14
1915,SK,"Rye, all",26,1665,5000,3000,130
1915,SK,Tame hay,0.94,3600,36000,10000,339
1915,SK,"Wheat, all",33,1690,6105000,3614000,203888
1916,AB,Barley,33,1565,213000,136000,6940
1916,AB,Corn for silage,0.75,6670,2000,300,15
1916,AB,Flaxseed,42,875,33300,38000,1389
1916,AB,Mixed grains,17,1475,2800,1900,48
1916,AB,Oats,30,1835,1576000,860000,47012
1916,AB,"Peas, dry",83,1750,350,200,29
1916,AB,"Rye, all",38,1570,11000,7000,418
1916,AB,Sugar beets,0,0,0,0,0
1916,AB,Tame hay,0.98,4410,353000,80000,3463
1916,AB,"Wheat, all",49,1680,1771000,1054000,86600
1916,BC,Barley,38,2455,2700,1100,103
1916,BC,"Beans, all dry (white and coloured)",0,0,0,0,0
1916,BC,Corn for silage,0.8,20000,4000,200,32
1916,BC,Mixed grains,62,2525,2650,1050,163
1916,BC,Oats,41,2305,56000,24300,2323
1916,BC,"Peas, dry",61,2400,1200,500,73
1916,BC,"Rye, all",0,0,0,0,0
1916,BC,Tame hay,1.94,6000,456000,76000,8829
1916,BC,"Wheat, all",56,2075,13500,6500,760
1916,CA,Barley,38,1275,931600,729650,35024
1916,CA,"Beans, all dry (white and coloured)",199,855,11200,13100,2228
1916,CA,Buckwheat,49,940,130150,138200,6375
1916,CA,Corn for grain,42,2265,159200,70300,6747
1916,CA,Corn for silage,0.54,14630,1730000,118250,9396
1916,CA,Flaxseed,81,790,209800,265000,16890
1916,CA,Mixed grains,43,1295,216000,166950,9301
1916,CA,Oats,33,1420,6326100,4449850,210958
1916,CA,"Peas, dry",81,985,60400,61350,4919
1916,CA,"Rye, all",44,1225,72800,59400,3196
1916,CA,Sugar beets,0.68,10600,64400,6100,440
1916,CA,Tame hay,1.28,4200,13440000,3203000,171612
1916,CA,"Wheat, all",48,1150,7150950,6219900,344096
1916,MA,Barley,37,1075,299000,278000,10983
1916,MA,Corn for silage,0.53,6000,24000,4000,126
1916,MA,Flaxseed,84,885,5300,6000,447
1916,MA,Mixed grains,22,1500,900,600,20
1916,MA,Oats,32,1280,747000,584000,23735
1916,MA,"Peas, dry",0,0,0,0,0
1916,MA,"Rye, all",42,1165,14000,12000,590
1916,MA,Tame hay,0.89,4670,140000,30000,1252
1916,MA,"Wheat, all",45,730,807000,1103000,36501
1916,MP,Barley,45,1445,6000,4150,267
1916,MP,Mixed grains,39,1950,10150,5200,399
1916,MP,Oats,43,1300,269600,207650,11491
1916,MP,Tame hay,1.3,3690,1981000,537000,25659
1916,MP,"Wheat, all",59,1180,29450,25000,1739
1916,NB,Barley,45,1335,1000,750,45
1916,NB,"Beans, all dry (white and coloured)",230,1000,100,100,23
1916,NB,Buckwheat,39,1225,26250,21450,1013
1916,NB,Corn for silage,0.4,20000,1000,50,4
1916,NB,Mixed grains,38,1715,600,350,23
1916,NB,Oats,44,1160,93150,80150,4107
1916,NB,"Peas, dry",80,1335,200,150,16
1916,NB,"Rye, all",0,0,0,0,0
1916,NB,Tame hay,1.24,3320,771000,232000,9563
1916,NB,"Wheat, all",63,1170,6600,5650,416
1916,NS,Barley,45,1420,2700,1900,122
1916,NS,"Beans, all dry (white and coloured)",195,1335,400,300,78
1916,NS,Buckwheat,39,1320,5350,4050,206
1916,NS,Corn for silage,0.28,20000,4000,200,11
1916,NS,Mixed grains,45,1725,2850,1650,128
1916,NS,Oats,46,1325,62150,46950,2862
1916,NS,"Peas, dry",90,1000,100,100,9
1916,NS,"Rye, all",70,1000,100,100,7
1916,NS,Tame hay,1.35,4030,903000,224000,12189
1916,NS,"Wheat, all",63,1315,7100,5400,444
1916,ON,Barley,45,1235,163200,131900,7422
1916,ON,"Beans, all dry (white and coloured)",197,790,8600,10900,1693
1916,ON,Buckwheat,50,780,55250,70800,2766
1916,ON,Corn for grain,41,2325,151000,65000,6258
1916,ON,Corn for silage,0.53,14620,1462000,100000,7738
1916,ON,Flaxseed,111,585,1050,1800,117
1916,ON,Mixed grains,44,1310,151800,115700,6618
1916,ON,Oats,41,970,783000,805700,32493
1916,ON,"Peas, dry",76,960,48900,51000,3700
1916,ON,"Rye, all",46,1100,30700,27900,1413
1916,ON,Sugar beets,0.68,10600,64400,6100,440
1916,ON,Tame hay,1.31,4520,5703000,1261000,74442
1916,ON,"Wheat, all",57,1390,487900,350500,27793
1916,ON,"Wheat, spring",57,1095,39900,36500,2272
1916,ON,"Wheat, winter remaining",57,1425,448000,NA,25521
1916,PP,Barley,35,1295,728000,563000,25558
1916,PP,Corn for silage,0.57,5960,31000,5200,177
